formation_redshift,observation_redshift,available_time_myr,seed_mass_msun,target_mass_msun,required_eddington_activity,sub_eddington_feasible
10.0,6.0,457.26217060290134,1.0,1000000.0,1.5123235267429989,False
10.0,6.0,457.26217060290134,1.0,10000000.0,1.764377447866832,False
10.0,6.0,457.26217060290134,10.0,100000.0,1.0082156844953325,False
10.0,6.0,457.26217060290134,10.0,1000000.0,1.2602696056191656,False
10.0,6.0,457.26217060290134,10.0,10000000.0,1.5123235267429989,False
10.0,6.0,457.26217060290134,100.0,100000.0,0.7561617633714994,True
10.0,6.0,457.26217060290134,100.0,1000000.0,1.0082156844953325,False
10.0,6.0,457.26217060290134,100.0,10000000.0,1.2602696056191656,False
10.0,6.0,457.26217060290134,1000.0,100000.0,0.5041078422476662,True
10.0,6.0,457.26217060290134,1000.0,1000000.0,0.7561617633714994,True
10.0,6.0,457.26217060290134,1000.0,10000000.0,1.0082156844953325,False
10.0,6.0,457.26217060290134,100000.0,100000.0,0.0,True
10.0,6.0,457.26217060290134,100000.0,1000000.0,0.2520539211238331,True
10.0,6.0,457.26217060290134,100000.0,10000000.0,0.5041078422476662,True
10.0,4.0,1064.6509034272406,1.0,100000.0,0.5412794123925386,True
10.0,4.0,1064.6509034272406,1.0,1000000.0,0.6495352948710463,True
10.0,4.0,1064.6509034272406,1.0,10000000.0,0.757791177349554,True
10.0,4.0,1064.6509034272406,10.0,100000.0,0.43302352991403087,True
10.0,4.0,1064.6509034272406,10.0,1000000.0,0.5412794123925386,True
10.0,4.0,1064.6509034272406,10.0,10000000.0,0.6495352948710463,True
10.0,4.0,1064.6509034272406,100.0,100000.0,0.32476764743552317,True
10.0,4.0,1064.6509034272406,100.0,1000000.0,0.43302352991403087,True
10.0,4.0,1064.6509034272406,100.0,10000000.0,0.5412794123925386,True
10.0,4.0,1064.6509034272406,1000.0,100000.0,0.21651176495701543,True
10.0,4.0,1064.6509034272406,1000.0,1000000.0,0.32476764743552317,True
10.0,4.0,1064.6509034272406,1000.0,10000000.0,0.43302352991403087,True
10.0,4.0,1064.6509034272406,100000.0,100000.0,0.0,True
10.0,4.0,1064.6509034272406,100000.0,1000000.0,0.10825588247850772,True
10.0,4.0,1064.6509034272406,100000.0,10000000.0,0.21651176495701543,True
